"sample_number","data_de_recepcao","programa","matriz","subgrupo","produto","rg","area_analitica","status","objetivo_da_amostra","motivo_de_rejeicao","liberada","data_da_liberacao","latente","descartada","data_do_descarte"
80160,4/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_024","SOBREMESA LÁCTEA SEM ADIÇÃO","19594/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80161,4/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","19595/21-PE","MIC","R","FISCALIZACAO","R01.01","T",4/10/2021,"F",,
80162,4/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19596/21-PE","MIC","A","FISCALIZACAO",,"T",18/10/2021,"F",,
80167,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19597/21-PE","BEV","R","FISCALIZACAO","R01","F",,"F",,
80167,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19597/21-PE","BEV","R","FISCALIZACAO","R01.10","F",,"F",,
80167,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19597/21-PE","BEV","R","FISCALIZACAO","R01.17","F",,"F",,
80167,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19597/21-PE","BEV","R","FISCALIZACAO","R01.23","F",,"F",,
80168,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19598/21-PE","BEV","R","FISCALIZACAO","R01","F",,"F",,
80168,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19598/21-PE","BEV","R","FISCALIZACAO","R01.10","F",,"F",,
80168,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19598/21-PE","BEV","R","FISCALIZACAO","R01.17","F",,"F",,
80168,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19598/21-PE","BEV","R","FISCALIZACAO","R01.23","F",,"F",,
80169,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19599/21-PE","BEV","R","FISCALIZACAO","R01","F",,"F",,
80169,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19599/21-PE","BEV","R","FISCALIZACAO","R01.10","F",,"F",,
80169,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19599/21-PE","BEV","R","FISCALIZACAO","R01.17","F",,"F",,
80169,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19599/21-PE","BEV","R","FISCALIZACAO","R01.23","F",,"F",,
80170,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19600/21-PE","BEV","R","FISCALIZACAO","R01","F",,"F",,
80170,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19600/21-PE","BEV","R","FISCALIZACAO","R01.10","F",,"F",,
80170,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19600/21-PE","BEV","R","FISCALIZACAO","R01.17","F",,"F",,
80170,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19600/21-PE","BEV","R","FISCALIZACAO","R01.23","F",,"F",,
80171,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19601/21-PE","BEV","R","PERICIADESEMPATE","R01","F",,"F",,
80171,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19601/21-PE","BEV","R","PERICIADESEMPATE","R01.17","F",,"F",,
80171,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE FRUTA EM GERAL (GENÉRICO)","19601/21-PE","BEV","R","PERICIADESEMPATE","R01.23","F",,"F",,
80172,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19602/21-PE","BEV","R","PERICIADESEMPATE","R01","F",,"F",,
80172,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19602/21-PE","BEV","R","PERICIADESEMPATE","R01.17","F",,"F",,
80172,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE ACEROLA","19602/21-PE","BEV","R","PERICIADESEMPATE","R01.23","F",,"F",,
80173,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19603/21-PE","BEV","R","PERICIADESEMPATE","R01","F",,"F",,
80173,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19603/21-PE","BEV","R","PERICIADESEMPATE","R01.17","F",,"F",,
80173,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE MARACUJÁ","19603/21-PE","BEV","R","PERICIADESEMPATE","R01.23","F",,"F",,
80174,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19604/21-PE","BEV","R","PERICIADESEMPATE","R01","F",,"F",,
80174,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19604/21-PE","BEV","R","PERICIADESEMPATE","R01.17","F",,"F",,
80174,4/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_003","POLPA DE UVA","19604/21-PE","BEV","R","PERICIADESEMPATE","R01.23","F",,"F",,
80181,5/10/2021,"Programa de Redução de Patógenos em Aves (IN 20/2016)","CARNE","MIC_001_002","CARNE RESFRIADA DE FRANGO COM OSSO","19609/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80192,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19611/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80195,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19612/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80196,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19613/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80198,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE RESFRIADA DE BOVINO SEM OSSO","19614/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80200,6/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_005","MANTEIGA DE PRIMEIRA QUALIDADE COM SALº","19615/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80201,5/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","19616/21-PE","POA","A","FISCALIZACAO",,"T",22/10/2021,"F",,
80202,5/10/2021,"Ouvidoria do MAPA","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","19617/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80203,6/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_005","MANTEIGA DE PRIMEIRA QUALIDADE COM SALº","19618/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80204,5/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","19619/21-PE","POA","A","FISCALIZACAO",,"T",22/10/2021,"F",,
80205,6/10/2021,"Ouvidoria do MAPA","LEITE","MIC_002_005","MANTEIGA DE PRIMEIRA QUALIDADE COM SALº","19620/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80206,5/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","19621/21-PE","POA","A","FISCALIZACAO",,"T",22/10/2021,"F",,
80207,5/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_007","MANTEIGA DE PRIMEIRA QUALIDADE COM SAL","19622/21-PE","POA","C","PERICIACONTRAPROVA",,"F",,"T",,
80208,6/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_014","SORO DE LEITE Concentrado Parcialmente desmineralizado","19623/21-PE","POA","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80209,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19624/21-PE","MIC","A","FISCALIZACAO",,"T",8/10/2021,"F",,
80216,6/10/2021,"Amostras para ensaios de contraprova","CÁRNEOS","POA_002_001","PRESUNTO CRU","19631/21-PE","POA","R","PERICIADESEMPATE","R09.04","T",7/10/2021,"F",,
80228,6/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_001","ÁGUA DE COCO:  INTEGRAL, PADRONIZADA e RECONSTITUIDA","19643/21-PE","BEV","A","FISCALIZACAO",,"T",14/10/2021,"F",,
80230,6/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_001","ÁGUA DE COCO:  INTEGRAL, PADRONIZADA e RECONSTITUIDA","19645/21-PE","BEV","A","FISCALIZACAO",,"T",14/10/2021,"F",,
80231,6/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19646/21-PE","MIC","A","FISCALIZACAO",,"T",20/10/2021,"F",,
80232,6/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_001","ÁGUA DE COCO:  INTEGRAL, PADRONIZADA e RECONSTITUIDA","19647/21-PE","BEV","R","FISCALIZACAO","R01","T",14/10/2021,"F",,
80232,6/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_001","ÁGUA DE COCO:  INTEGRAL, PADRONIZADA e RECONSTITUIDA","19647/21-PE","BEV","R","FISCALIZACAO","R01.23","T",14/10/2021,"F",,
80233,6/10/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_014","QUEIJO PRATO","19648/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80234,6/10/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_016","QUEIJO MUSSARELA","19649/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80235,6/10/2021,"Programa de Controle de Listeria Monocytogenes (IN 09/2009)","LEITE","MIC_002_014","QUEIJO PARMESÃO","19650/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80236,7/10/2021,"Amostras para ensaios de contraprova","CÁRNEOS","POA_002_001","PRESUNTO CRU","19651/21-PE","POA","R","PERICIACONTRAPROVA","R09.04","T",7/10/2021,"F",,
80248,7/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","BEBIDA LÁCTEA UHT","19663/21-PE","POA","A","FISCALIZACAO",,"T",22/10/2021,"F",,
80249,7/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","BEBIDA LÁCTEA UHT","19664/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80250,7/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","BEBIDA LACTEA UHT","19665/21-PE","MIC","A","FISCALIZACAO",,"T",19/10/2021,"F",,
80251,7/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_003","FARINHA LACTEAº","19666/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80252,7/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","19667/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80304,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19717/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80305,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19718/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80306,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19719/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80307,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19720/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80308,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19721/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80309,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19722/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80310,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19723/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80311,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19724/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80312,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19725/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80319,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19732/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80320,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19733/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80326,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19739/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80327,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19740/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80328,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19741/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80329,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19742/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80330,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19743/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80331,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19744/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80333,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19746/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80334,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19747/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80338,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19751/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80339,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19752/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80341,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19754/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80342,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19755/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80343,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19756/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80353,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19766/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80354,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19767/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80355,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19768/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80356,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19769/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80358,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19771/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80359,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19772/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80360,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19773/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80361,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19774/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80362,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19775/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80363,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19776/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80364,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19777/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80365,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19778/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80366,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19779/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80367,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19780/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80369,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19782/21-PE","FEC","C","FISCALIZACAO",,"F",,"F",,
80370,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19783/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80371,6/10/2021,,"FERTILIZANTE","FEC_001_001","FERTILIZANTE MINERAL DE APLICAÇÃO VIA SOLO","19784/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80505,6/10/2021,,"BEBIDA NÃO ALCOÓLICA","BEV_001_001","ÁGUA DE COCO:  INTEGRAL, PADRONIZADA e RECONSTITUIDA","19916/21-PE","BEV","I","PERICIADESEMPATE",,"F",,"T",,
80605,8/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","20016/21-PE","POA","A","FISCALIZACAO",,"T",18/10/2021,"F",,
80606,8/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","20017/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80607,8/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","LEITE UHT INTEGRAL","20018/21-PE","MIC","A","FISCALIZACAO",,"T",25/10/2021,"F",,
80608,8/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","20019/21-PE","POA","R","FISCALIZACAO","R01.21","T",13/10/2021,"F",,
80609,8/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","20020/21-PE","POA","U","PERICIADESEMPATE",,"F",,"T",,
80610,11/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","20021/21-PE","POA","I","FISCALIZACAO",,"F",,"F",,
80611,11/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","20022/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80612,11/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","POA_006_002","CAMARÃO CONGELADO","20023/21-PE","POA","C","PERICIACONTRAPROVA",,"F",,"T",,
80613,11/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","PESCADO","MIC_005_002","CAMARÃO CONGELADO","20024/21-PE","MIC","A","FISCALIZACAO",,"T",25/10/2021,"F",,
80614,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_013","LEITE UHT INTEGRAL","20025/21-PE","MIC","A","FISCALIZACAO",,"T",25/10/2021,"F",,
80615,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_016","LEITE UHT INTEGRAL","20026/21-PE","POA","A","FISCALIZACAO",,"T",18/10/2021,"F",,
80616,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","OVO","MIC_004_001","OVO","20027/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80617,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_014","DOCE DE LEITE","20028/21-PE","POA","A","FISCALIZACAO",,"T",22/10/2021,"F",,
80620,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LÁCTEOS","POA_003_014","DOCE DE LEITE","20029/21-PE","POA","C","PERICIADESEMPATE",,"F",,"T",,
80622,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_011","DOCE DE LEITEº","20030/21-PE","MIC","A","FISCALIZACAO",,"T",19/10/2021,"F",,
80628,13/10/2021,"PACPOA - Programa de Avaliação de Conformidade de Produtos de Origem Animal","LEITE","MIC_002_003","FARINHA LACTEAº","20031/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80629,13/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","20032/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80630,13/10/2021,"Programa de Controle STEC (IN 60/2018)","CARNE","MIC_001_002","CARNE CONGELADA DE BOVINO SEM OSSO","20033/21-PE","MIC","A","FISCALIZACAO",,"T",15/10/2021,"F",,
80631,13/10/2021,,"BEBIDA ALCOÓLICA","BEV_002_003","LICOR DOCE OU FINO","20034/21-PE","BEV","A","FISCALIZACAO",,"T",20/10/2021,"F",,
80632,13/10/2021,,"BEBIDA ALCOÓLICA","BEV_002_003","LICOR DOCE OU FINO","20035/21-PE","BEV","I","PERICIADESEMPATE",,"F",,"T",,
80633,13/10/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","20036/21-PE","FEC","P","FISCALIZACAO",,"F",,"F",,
80634,13/10/2021,,"FERTILIZANTE","FEC_001_003","FERTILIZANTE ORGANOMINERAL DE APLICAÇÃO VIA FOLIAR, FERTIRRIGAÇÃO, HIDROPONIA E  SEMENTES","20037/21-PE","FEC","I","FISCALIZACAO",,"F",,"F",,
80635,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20038/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80636,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20039/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80637,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20040/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80638,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20041/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80639,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20042/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80640,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20043/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80641,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20044/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80642,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20045/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80643,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20046/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80644,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20047/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
80645,13/10/2021,,"GRANDES CULTURAS","NAO_APLICAVEL","Milho (Zea mays)","20048/21-PE","LASO","C","IMPORTACAO",,"F",,"F",,
